seq.name,gene_symbol
ENST00000377658.8,KLHL21
ENST00000377669.6,KLF12
ENST00000377670.8,HIF3A
ENST00000377673.10,FAM216A
ENST00000377674.9,ZBTB48
ENST00000377687.6,KLF5
ENST00000377694.2,IGFBPL1
ENST00000377697.1,IGFL4
ENST00000377698.4,ALDH1B1
ENST00000377705.6,NOL9
ENST00000377707.4,SHB
ENST00000377708.7,BTN3A2
ENST00000377710.10,MGME1
ENST00000377712.3,NAT8B
ENST00000377721.3,KRTAP9-2
ENST00000377724.8,DCAF10
ENST00000377726.3,KRTAP4-2
ENST00000377728.7,PLEKHG5
ENST00000377733.3,HIST1H2BI
ENST00000377741.4,GPR20
ENST00000377745.3,HIST1H4B
ENST00000377747.4,KRTAP1-4
ENST00000377765.8,FRMPD1
ENST00000377767.9,DIS3
ENST00000377768.7,SNX5
ENST00000377770.8,DPP6
ENST00000377782.7,TNFRSF25
ENST00000377791.3,HIST1H2AC
ENST00000377793.9,NAA40
ENST00000377798.9,POLR1E
ENST00000377799.8,TRDMT1
ENST00000377803.3,HIST1H4C
ENST00000377805.7,BANF2
ENST00000377811.3,NDUFB11
ENST00000377815.5,BORA
ENST00000377818.4,MZT1
ENST00000377833.9,CUBN
ENST00000377834.8,HES2
ENST00000377844.9,KLHL1
ENST00000377850.7,SLC17A2
ENST00000377855.6,ACOT7
ENST00000377865.7,PCDH9
ENST00000377873.8,BFSP1
ENST00000377888.7,HTR4
ENST00000377889.6,SLC3A2
ENST00000377893.3,GPR153
ENST00000377898.4,HES3
ENST00000377901.8,TMEM71
ENST00000377905.9,SLC17A4
ENST00000377906.2,SPINK9
ENST00000377918.8,PCDH17
ENST00000377924.5,LRRC3C
ENST00000377930.1,PRR20B
ENST00000377931.1,PRR20A
ENST00000377938.2,GKN1
ENST00000377939.5,RNF207
ENST00000377942.7,PCDH8
ENST00000377957.4,FBXO48
ENST00000377960.9,GLIPR2
ENST00000377961.3,SCGN
ENST00000377962.8,CNMD
ENST00000377966.4,RECK
ENST00000377967.8,KDM6A
ENST00000377976.2,GRXCR2
ENST00000377981.3,OR13J1
ENST00000377990.7,CEP68
ENST00000378000.5,PTER
ENST00000378016.4,SSPO
ENST00000378026.5,CKAP4
ENST00000378043.9,BEST1
ENST00000378045.5,FUNDC1
ENST00000378060.9,VPS36
ENST00000378061.7,ZNF425
ENST00000378069.5,MAOB
ENST00000378075.4,LRRC10B
ENST00000378076.4,ITGA8
ENST00000378078.5,RGP1
ENST00000378079.3,FBXO47
ENST00000378097.6,KCNAB2
ENST00000378103.7,GBA2
ENST00000378106.10,NDUFAF5
ENST00000378113.6,C12orf42
ENST00000378115.2,ARHGEF35
ENST00000378116.9,FAM171A1
ENST00000378119.9,C6orf62
ENST00000378131.4,PPP1R2C
ENST00000378142.9,GPR34
ENST00000378149.7,PGA4
ENST00000378156.9,NPHP4
ENST00000378164.7,TAF2
ENST00000378165.9,NMT2
ENST00000378182.4,TRIM13
ENST00000378186.7,MS4A13
ENST00000378187.3,ERICH4
ENST00000378191.5,AJAP1
ENST00000378198.9,TDP2
ENST00000378204.6,EXT1
ENST00000378209.7,DFFB
ENST00000378214.8,KIAA0319
ENST00000378228.7,OLAH
ENST00000378230.8,CEP104
ENST00000378247.8,SPIRE2
ENST00000378251.3,LRRC47
ENST00000378278.7,DCLRE1C
ENST00000378279.4,AARD
ENST00000378295.9,TP73
ENST00000378302.7,RCBTB1
ENST00000378308.7,USP9X
ENST00000378313.7,C19orf54
ENST00000378319.8,PHF11
ENST00000378344.7,TPRG1L
ENST00000378357.9,CA9
ENST00000378364.8,APRT
ENST00000378378.9,ARHGEF16
ENST00000378386.7,MRS2
ENST00000378387.4,ARHGEF39
ENST00000378392.6,ANKEF1
ENST00000378396.1,OR5D16
ENST00000378397.1,OR5L2
ENST00000378402.10,PKHD1L1
ENST00000378404.4,ACTRT2
ENST00000378412.8,MMEL1
ENST00000378429.3,PAK5
ENST00000378434.8,LPAR6
ENST00000378453.4,HES5
ENST00000378454.8,DCDC2
ENST00000378460.6,NUP160
ENST00000378466.9,PANK4
ENST00000378478.5,NRSN1
ENST00000378482.6,TSPAN7
ENST00000378486.8,PLCH2
ENST00000378487.3,CLLU1OS
ENST00000378494.8,CAMKMT
ENST00000378495.7,UNC13B
ENST00000378509.9,SLC35B4
ENST00000378526.9,LIG3
ENST00000378531.8,MORN1
ENST00000378533.4,SRPX
ENST00000378536.5,SKI
ENST00000378538.7,SPI1
ENST00000378546.9,FAAP20
ENST00000378553.10,DNAAF1
ENST00000378555.8,PODXL
ENST00000378567.8,PRKCZ
ENST00000378569.2,CCL7
ENST00000378572.8,PRPF18
ENST00000378578.9,DYNLT3
ENST00000378585.7,GABRD
ENST00000378588.4,CYBB
ENST00000378616.5,XK
ENST00000378621.7,LANCL3
ENST00000378623.6,LRP4
ENST00000378626.4,LGALS7
ENST00000378628.8,PRRG1
ENST00000378643.7,FANCG
ENST00000378644.5,SYCE1L
ENST00000378661.3,OXER1
ENST00000378669.5,COX7A2L
ENST00000378670.8,UQCRQ
ENST00000378673.2,GDF9
ENST00000378681.8,UCMA
ENST00000378693.4,SOWAHA
ENST00000378700.8,ID4
ENST00000378719.7,SEPTIN8
ENST00000378720.8,ESD
ENST00000378731.5,CCNI2
ENST00000378733.9,TMEM240
ENST00000378743.8,ZFC3H1
ENST00000378746.8,KIF3A
ENST00000378750.10,PEX16
ENST00000378752.7,OPTN
ENST00000378755.9,ATAD3A
ENST00000378763.1,FRG2
ENST00000378785.7,ATAD3C
ENST00000378788.4,FAM205A
ENST00000378789.4,HAO1
ENST00000378802.5,CYP4V2
ENST00000378803.5,CDKL4
ENST00000378821.3,TMEM88B
ENST00000378823.8,RAD50
ENST00000378825.5,CCDC3
ENST00000378827.5,BMP2
ENST00000378832.1,ACCSL
ENST00000378842.7,GALT
ENST00000378850.4,C4orf47
ENST00000378852.7,API5
ENST00000378858.5,LRRN4
ENST00000378863.9,CRLS1
ENST00000378875.7,ALKBH6
ENST00000378887.3,SDHAF1
ENST00000378891.9,DVL1
ENST00000378895.9,DHRS13
ENST00000378909.3,ARID3C
ENST00000378910.9,NPHS1
ENST00000378919.6,PGPEP1L
ENST00000378933.5,TAB3
ENST00000378943.7,GK
ENST00000378961.9,CHGB
ENST00000378962.4,CXorf21
ENST00000378970.5,NR0B1
ENST00000378981.7,MAGEB1
ENST00000378982.4,MAGEB4
ENST00000378988.5,MAGEB2
ENST00000378993.6,IL1RAPL1
ENST00000379011.4,C11orf91
ENST00000379019.6,GPCPD1
ENST00000379028.7,NRCAM
ENST00000379031.10,PUSL1
ENST00000379034.1,MAGEB6
ENST00000379044.5,ARX
ENST00000379052.10,RBM24
ENST00000379066.5,PRKD3
ENST00000379068.7,POLA1
ENST00000379071.3,FABP9
ENST00000379079.7,WT1
ENST00000379095.4,NGRN
ENST00000379097.7,TPD52
ENST00000379099.3,SCNN1D
ENST00000379102.7,LYRM9
ENST00000379108.1,KCTD4
ENST00000379144.7,PCYT1B
ENST00000379151.8,GPALPP1
ENST00000379153.4,CD83
ENST00000379160.3,PCNA
ENST00000379161.5,NUFIP1
ENST00000379170.8,MCUR1
ENST00000379177.5,ZFX
ENST00000379179.8,SERP2
ENST00000379198.5,B3GALT6
ENST00000379205.5,C4orf46
ENST00000379211.7,CXorf58
ENST00000379214.9,LGR4
ENST00000379215.9,ECHDC3
ENST00000379221.4,DNAJC15
ENST00000379226.9,APOO
ENST00000379236.4,TNFRSF4
ENST00000379242.7,VIT
ENST00000379245.8,FEZ2
ENST00000379263.8,DNAJC2
ENST00000379270.4,SAT1
ENST00000379287.4,GFOD1
ENST00000379290.5,TTLL10
ENST00000379333.5,SLC23A2
ENST00000379341.9,PRDX4
ENST00000379359.4,RGCC
ENST00000379361.5,PTCHD1
ENST00000379370.7,AGRN
ENST00000379374.5,PHEX
ENST00000379375.6,EDN1
ENST00000379378.8,E2F4
ENST00000379380.9,LYRM7
ENST00000379388.7,HIVEP1
ENST00000379391.7,NEMP1
ENST00000379400.8,RASSF2
ENST00000379405.3,PRSS3
ENST00000379406.8,NAA16
ENST00000379410.8,PLEKHN1
ENST00000379416.4,XDH
ENST00000379419.8,PDE7A
ENST00000379426.2,TMEM170B
ENST00000379435.3,TRBV20OR9-2
ENST00000379445.7,CTXN3
ENST00000379453.6,ADRA1D
ENST00000379454.9,ASPH
ENST00000379458.9,MUC3A
ENST00000379480.9,MTRF1
ENST00000379483.4,KBTBD7
ENST00000379484.10,MBTPS2
ENST00000379485.2,KBTBD6
ENST00000379487.5,WBP4
ENST00000379491.4,GCM2
ENST00000379494.4,SMPX
ENST00000379499.3,KLHL34
ENST00000379504.7,TOM1L2
ENST00000379509.7,LCLAT1
ENST00000379516.7,SNX2
ENST00000379520.7,YPEL5
ENST00000379540.8,NFX1
ENST00000379554.7,INSC
ENST00000379558.4,TOGARAM2
ENST00000379561.6,FOXO1
ENST00000379562.9,KIN
ENST00000379565.9,RPS6KA3
ENST00000379568.4,PAK1IP1
ENST00000379579.8,SPDYA
ENST00000379589.4,LHFPL6
ENST00000379600.8,NHLRC3
ENST00000379607.10,EIF1AX
ENST00000379613.9,TFAP2A
ENST00000379624.5,BABAM2
ENST00000379631.9,STOML3
ENST00000379638.9,REEP5
ENST00000379644.9,HGSNAT
ENST00000379651.7,MAP7D2
ENST00000379655.8,KIFC3
ENST00000379661.8,KATNB1
ENST00000379665.2,OR6C65
ENST00000379672.10,ARHGAP44
ENST00000379687.7,BCLAF3
ENST00000379692.9,NDNF
ENST00000379705.7,TRPC4
ENST00000379715.10,EEF1E1
ENST00000379719.8,IPO7
ENST00000379721.4,SPINK4
ENST00000379731.4,B4GALT1
ENST00000379747.9,POSTN
ENST00000379751.5,CENPB
ENST00000379756.3,SPEF1
ENST00000379757.9,TXNDC5
ENST00000379772.3,C20orf27
ENST00000379774.5,ADPRM
ENST00000379775.9,PFKFB3
ENST00000379786.8,PRR13
ENST00000379800.4,CSNK1A1L
ENST00000379802.8,DSP
ENST00000379803.5,SIN3B
ENST00000379817.7,APTX
ENST00000379818.4,MT1M
ENST00000379826.4,SMAD9
ENST00000379829.2,OR10A4
ENST00000379834.7,RIOK1
ENST00000379847.8,NDUFB6
ENST00000379881.8,SOHLH2
ENST00000379883.3,DDX58
ENST00000379887.9,ARIH1
ENST00000379888.9,RBM17
ENST00000379906.6,SLC6A2
ENST00000379907.9,ADAM32
ENST00000379915.4,AC009690.1
ENST00000379919.6,MAB21L1
ENST00000379936.3,CNGA4
ENST00000379938.7,RREB1
ENST00000379942.5,PHKA2
ENST00000379953.6,LY86
ENST00000379959.7,IL2RA
ENST00000379965.8,TRIM22
ENST00000379977.8,IL15RA
ENST00000379982.8,RHOBTB3
ENST00000379984.3,RS1
ENST00000379987.6,NPNT
ENST00000379992.6,LINGO2
ENST00000379999.6,FBH1
ENST00000380005.9,RFESD
ENST00000380007.3,GPR150
ENST00000380009.9,ARSK
ENST00000380032.8,EQTN
ENST00000380033.9,BEND2
ENST00000380034.8,TRIM5
ENST00000380036.9,TEK
ENST00000380043.7,SCML1
ENST00000380044.6,MPV17
ENST00000380050.8,CDK14
ENST00000380051.7,RPP40
ENST00000380055.6,LRRC19
ENST00000380056.7,SLC4A11
ENST00000380060.7,NHS
ENST00000380069.7,EXOC3L4
ENST00000380071.8,RFC3
ENST00000380075.6,TRIM54
ENST00000380079.8,STEAP4
ENST00000380087.6,RBBP7
ENST00000380094.10,ANKRD16
ENST00000380095.2,KRTAP10-10
ENST00000380097.8,TRIM6
ENST00000380099.4,KL
ENST00000380113.8,ITPA
ENST00000380122.10,TXLNG
ENST00000380139.8,N4BP2L1
ENST00000380152.7,BRCA2
ENST00000380155.4,SYAP1
ENST00000380175.9,C6orf201
ENST00000380183.9,ALOX15B
ENST00000380184.2,UBQLNL
ENST00000380191.9,GDI2
ENST00000380200.3,S100G
ENST00000380205.2,IFNA8
ENST00000380206.4,IFNA2
ENST00000380210.1,IFNA6
ENST00000380211.1,OR51I1
ENST00000380216.1,IFNA16
ENST00000380219.1,OR51B6
ENST00000380222.4,IFNA14
ENST00000380224.2,OR51B4
ENST00000380225.1,IFNA21
ENST00000380229.3,IFNW1
ENST00000380232.4,IFNB1
ENST00000380243.9,CCDC85C
ENST00000380249.5,FOCAD
ENST00000380254.7,FBXO16
ENST00000380259.7,AC104389.5
ENST00000380266.4,FASTKD5
ENST00000380283.4,PXDC1
ENST00000380289.3,GRPR
ENST00000380293.3,AVP
ENST00000380310.6,FBXL19
ENST00000380320.9,EMILIN1
ENST00000380324.8,USP3
ENST00000380325.4,MRPS26
ENST00000380332.5,CALML5
ENST00000380338.9,MLLT3
ENST00000380342.4,CLTRN
ENST00000380345.7,LHFPL2
ENST00000380358.9,CHD3
ENST00000380359.3,NET1
ENST00000380361.7,AC106886.5
ENST00000380367.2,OR52A1
ENST00000380370.1,OR52J3
ENST00000380371.1,OR51A2
ENST00000380377.8,TBCA
ENST00000380378.1,OR51T1
ENST00000380379.10,BPHL
ENST00000380383.1,OR51F1
ENST00000380390.5,MMP26
ENST00000380392.4,C2CD4B
ENST00000380393.7,PTPRA
ENST00000380394.9,RPS6
ENST00000380412.7,ZNF768
ENST00000380419.8,TUBAL3
ENST00000380421.3,PIR
ENST00000380433.5,UCN3
ENST00000380445.8,VPS16
ENST00000380448.5,AKR1C4
ENST00000380450.9,SHBG
ENST00000380455.9,NQO2
ENST00000380456.7,RGL3
ENST00000380473.8,TEX26
ENST00000380482.9,MEDAG
ENST00000380486.4,C2CD2
ENST00000380488.9,ASB9
ENST00000380490.4,ALOX5AP
ENST00000380492.8,MOSPD2
ENST00000380495.8,TLCD3B
ENST00000380502.8,HAUS6
ENST00000380516.7,SLTM
ENST00000380518.8,COL2A1
ENST00000380520.6,SERPINB6
ENST00000380523.8,GEMIN8
ENST00000380527.3,RRAGA
ENST00000380534.9,SAXO1
ENST00000380542.9,NAP1L4
ENST00000380548.9,ADAMTSL1
ENST00000380554.5,AKR1C3
ENST00000380573.4,ADRA1A
ENST00000380584.8,ELN
ENST00000380585.1,TMEM239
ENST00000380588.4,IGSF5
ENST00000380589.4,C20orf141
ENST00000380593.4,AL035460.1
ENST00000380605.3,CPXM1
ENST00000380607.5,SH3GL2
ENST00000380615.8,KATNAL1
ENST00000380620.8,B3GALT5
ENST00000380622.4,ATXN3L
ENST00000380625.8,FAM9C
ENST00000380629.7,BNIP3L
ENST00000380636.1,TMSB4X
ENST00000380639.10,PTCD2
ENST00000380647.8,CNTLN
ENST00000380649.8,HADHA
ENST00000380659.4,TLR7
ENST00000380668.9,PRPS2
ENST00000380672.9,BNC2
ENST00000380680.5,UBL3
ENST00000380682.5,FRMPD4
ENST00000380683.6,C9orf92
ENST00000380698.5,SERPINB9
ENST00000380701.8,CCDC171
ENST00000380702.7,PDE4A
ENST00000380707.8,SMN1
ENST00000380714.7,AMELX
ENST00000380728.7,GPS2
ENST00000380737.8,PPP2R2A
ENST00000380738.8,PSIP1
ENST00000380739.6,SERPINB1
ENST00000380743.8,SMN2
ENST00000380749.10,HMGN1
ENST00000380752.10,SLC7A1
ENST00000380753.8,AKR1C2
ENST00000380770.5,ICAM4
ENST00000380773.9,WRNIP1
ENST00000380787.5,MID1
ENST00000380808.6,MTUS2
ENST00000380815.5,GMDS
ENST00000380817.8,SBF1
ENST00000380822.9,AK6
ENST00000380833.9,CLCN4
ENST00000380834.7,CENPO
ENST00000380835.6,NOXRED1
ENST00000380842.5,POMP
ENST00000380843.9,IDH3B
ENST00000380861.8,WWC3
ENST00000380871.5,NKX3-1
ENST00000380872.9,AKR1C1
ENST00000380876.4,EIF3CL
ENST00000380877.7,GABPB1
ENST00000380903.7,SELENOO
ENST00000380907.2,HUS1B
ENST00000380911.4,CER1
ENST00000380913.8,SHROOM2
ENST00000380916.8,ZDHHC21
ENST00000380953.6,NFIB
ENST00000380956.9,IRF4
ENST00000380958.8,PAN3
ENST00000380985.10,NLN
ENST00000380986.9,FKBP1B
ENST00000380989.6,PITRM1
ENST00000381003.7,FAM9A
ENST00000381006.8,RUFY3
ENST00000381007.9,SGTB
ENST00000381020.8,CDX2
ENST00000381031.8,TTC38
ENST00000381032.6,VCX3B
ENST00000381033.5,PDX1
ENST00000381042.9,PNPLA4
ENST00000381055.8,ADAMTS6
ENST00000381059.7,VCX
ENST00000381070.8,CWC27
ENST00000381086.9,IGFBP3
ENST00000381089.7,VCX3A
ENST00000381095.8,NLGN4X
ENST00000381120.7,MTIF3
ENST00000381125.9,PFKP
ENST00000381127.6,ARSF
ENST00000381129.8,AIPL1
ENST00000381130.2,ARSH
ENST00000381134.8,ARSE
ENST00000381140.9,GTF3A
ENST00000381150.5,SDC1
ENST00000381151.5,SLC5A3
ENST00000381154.6,ARSD
ENST00000381163.7,GYG2
ENST00000381174.10,XG
ENST00000381176.5,SHISAL1
ENST00000381192.10,CD99,
ENST00000381196.8,PTPRD
ENST00000381209.7,RPAIN
ENST00000381210.8,TECRL
ENST00000381213.7,MIER3
ENST00000381223.9,ZBED1,
ENST00000381227.5,POLR2B
ENST00000381241.9,ASMT,
ENST00000381249.4,RDH14
ENST00000381271.7,KLHL42
ENST00000381273.3,MANSC4
ENST00000381280.4,SMOC1
ENST00000381295.7,EXOC1
ENST00000381297.10,P2RY8,
ENST00000381298.7,IL6ST
ENST00000381309.7,KDM4C
ENST00000381312.6,ADARB2
ENST00000381317.9,ASMTL,
ENST00000381318.8,ITSN1
ENST00000381323.7,FAM49A
ENST00000381330.4,INS
ENST00000381334.10,TMEM165
ENST00000381337.6,THUMPD1
ENST00000381340.8,ITPR2
ENST00000381341.6,DDX1
ENST00000381342.6,SNRPB
ENST00000381346.9,RDH11
ENST00000381356.8,ETFRF1
ENST00000381359.5,SERF2
ENST00000381365.4,C17orf107
ENST00000381393.3,MBD3L2
ENST00000381394.8,MBD3L4
ENST00000381401.11,SLC25A6,
ENST00000381405.5,ESM1
ENST00000381410.5,SNX18
ENST00000381418.9,HR
ENST00000381431.9,SGCB
ENST00000381434.7,IL33
ENST00000381440.4,ITPRIPL2
ENST00000381458.6,TGM3
ENST00000381477.8,MLANA
ENST00000381480.7,DENND1C
ENST00000381482.8,STK35
ENST00000381486.7,GREB1
ENST00000381497.6,AC138969.1
ENST00000381501.8,TEC
ENST00000381519.5,MRPL23
ENST00000381524.8,CSF2RA,
ENST00000381525.8,E2F6
ENST00000381527.8,CDK8
ENST00000381545.7,SLCO1B3
ENST00000381554.8,CRYZL1
ENST00000381566.6,CRLF2,
ENST00000381568.9,AL022318.4
ENST00000381569.5,LZTS1
ENST00000381571.6,COMMD8
ENST00000381577.4,CD274
ENST00000381578.6,SHOX,
ENST00000381588.9,RNF6
ENST00000381591.5,ZMYND11
ENST00000381623.4,SIRPD
ENST00000381624.4,CATSPERD
ENST00000381627.4,RLN2
ENST00000381638.7,ZZEF1
ENST00000381641.4,INSL6
ENST00000381647.7,C5orf51
ENST00000381652.3,JAK2
ENST00000381655.7,ATP8A2
ENST00000381661.3,ATP6V1C2
ENST00000381668.9,ATP8A1
ENST00000381669.8,BAIAP2L2
ENST00000381685.10,NOL10
ENST00000381697.6,NUTM2D
ENST00000381698.3,GAGE12E
ENST00000381707.6,NUTM2A
ENST00000381714.7,HMG20A
ENST00000381718.7,NUP58
ENST00000381722.1,GAGE12H
ENST00000381733.9,ASAH1
ENST00000381750.9,RCL1
ENST00000381774.9,CPPED1
ENST00000381781.2,ARRDC5
ENST00000381782.7,NSUN7
ENST00000381795.10,RBM47
ENST00000381801.5,MTMR6
ENST00000381808.7,SDCBP2
ENST00000381809.8,AK3
ENST00000381813.4,CYS1
ENST00000381839.7,GART
ENST00000381848.7,PLIN5
ENST00000381854.4,CDC37L1
ENST00000381861.7,MTUS1
ENST00000381873.7,SNPH
ENST00000381883.4,PLPP6
ENST00000381884.9,CENPJ
ENST00000381890.9,SPATA6L
ENST00000381894.3,TMEM74B
ENST00000381902.6,KLRC2
ENST00000381903.2,KLRC3
ENST00000381908.7,KLRD1
ENST00000381911.6,TNNI2
ENST00000381920.7,METTL22
ENST00000381922.5,ANGPT4
ENST00000381923.6,TMEM52B
ENST00000381937.9,NADK2
ENST00000381938.4,TMEM156
ENST00000381941.8,FAM110A
ENST00000381946.4,ATP12A
ENST00000381951.1,OR1A2
ENST00000381962.3,SRXN1
ENST00000381967.9,PGM2
ENST00000381968.7,SYT8
ENST00000381980.9,C4orf19
ENST00000381989.4,PARP4
ENST00000382040.4,RSAD2
ENST00000382041.7,NIN
ENST00000382051.8,SLC34A2
ENST00000382068.3,AMACR
ENST00000382071.6,C1QTNF9
ENST00000382073.4,CLEC6A
ENST00000382079.3,C1QTNF3-AMACR
ENST00000382080.6,SGCZ
ENST00000382082.4,KCNV2
ENST00000382095.8,SPATA13
ENST00000382097.4,C22orf42
ENST00000382100.8,VLDLR
ENST00000382103.7,SEPSECS
ENST00000382110.6,TRAPPC12
ENST00000382114.9,LGI2
ENST00000382119.1,NANOGNB
ENST00000382120.4,SOD3
ENST00000382125.8,EIPR1
ENST00000382140.3,C1QTNF9B
ENST00000382141.4,AL359736.1
ENST00000382142.8,MTMR12
ENST00000382150.8,KCNIP4
ENST00000382159.8,GNG7
ENST00000382160.1,KRTAP5-6
ENST00000382171.2,KRTAP5-1
ENST00000382172.4,MIPEP
ENST00000382192.7,ZNF205
ENST00000382199.6,IGF2BP2
ENST00000382208.2,DEFB135
ENST00000382209.2,DEFB136
ENST00000382247.6,DCAF16
ENST00000382251.7,DMRT2
ENST00000382252.6,ZNF316
ENST00000382254.6,CDH12
ENST00000382258.8,TNFRSF19
ENST00000382276.8,DMRT1
ENST00000382280.7,ZG16B
ENST00000382287.5,BPY2C
ENST00000382291.7,NRSN2
ENST00000382292.9,SACS
ENST00000382303.5,KANK1
ENST00000382333.2,FGFBP1
ENST00000382348.2,OLIG1
ENST00000382349.5,ONECUT3
ENST00000382353.6,FGF9
ENST00000382361.8,FSCN1
ENST00000382363.8,RNF215
ENST00000382365.6,DAZ3
ENST00000382368.8,FBXL18
ENST00000382374.9,MICU2
ENST00000382376.4,DEFB132
ENST00000382388.4,DEFB127
ENST00000382392.5,BPY2B
ENST00000382398.4,DEFB126
ENST00000382405.7,CBWD5
ENST00000382409.3,DEAF1
ENST00000382410.3,DEFB125
ENST00000382424.8,DAZ2
ENST00000382435.4,SLC35G5
ENST00000382438.6,NKX3-2
ENST00000382448.8,JMJD7-PLA2G4B
ENST00000382452.6,WDR1
ENST00000382480.6,CPZ
ENST00000382483.4,RP1L1
ENST00000382487.5,GPR78
ENST00000382489.3,HTR3D
ENST00000382492.3,TAS2R1
ENST00000382496.10,SEMA5A
ENST00000382500.3,FOXD4
ENST00000382518.6,CD9
ENST00000382545.5,KCNA1
ENST00000382554.4,NYNRIN
ENST00000382564.8,DNAJC19
ENST00000382592.5,LATS2
ENST00000382599.9,PPP2R2C
ENST00000382611.10,IRX2
ENST00000382614.2,IFITM5
ENST00000382622.4,PRMT8
ENST00000382659.6,RBMY1E
ENST00000382680.5,RBMY1D
ENST00000382689.7,DEFA1B
ENST00000382692.2,DEFA1
ENST00000382713.10,DOK6
ENST00000382722.10,CACNA2D4
ENST00000382723.5,MSX1
ENST00000382749.9,SERPINB11
ENST00000382751.4,URB1
ENST00000382753.5,TMEM128
ENST00000382758.6,EEF1AKMT1
ENST00000382762.7,BET1L
ENST00000382768.1,SERPINB12
ENST00000382771.9,SERPINB5
ENST00000382774.7,HGFAC
ENST00000382776.5,AC026740.3
ENST00000382822.2,KRTAP19-8
ENST00000382824.5,FBXO25
ENST00000382826.2,KRTAP20-3
ENST00000382828.2,KRTAP20-4
ENST00000382830.2,KRTAP22-2
ENST00000382835.2,KRTAP27-1
ENST00000382839.7,FAM193A
ENST00000382841.2,IQSEC3
ENST00000382848.5,GJB2
ENST00000382862.7,MSLN
ENST00000382882.9,NELFA
ENST00000382932.3,SLC7A4
ENST00000382936.8,TMEM129
ENST00000382948.9,MBD1
ENST00000382951.4,RNASE13
ENST00000382968.9,RNF212
ENST00000383018.7,SNRNP25
ENST00000383020.7,RBMY1B
ENST00000383052.5,ZFY
ENST00000383070.2,SRY
ENST00000383075.7,ZIC4
ENST00000383163.4,PRR23A
ENST00000383165.4,FOXL2NB
ENST00000383180.6,NME9
ENST00000383202.7,STAG1
ENST00000383233.8,TMEM241
ENST00000383237.4,LY6G5C
ENST00000383263.6,CHRM5
ENST00000383314.6,RNMT
ENST00000383366.9,NEK11
ENST00000383418.8,LY6G6E
ENST00000383463.9,HMCES
ENST00000383467.2,LRRC30
ENST00000383572.3,AC024558.2
ENST00000383657.10,HACD2
ENST00000383678.7,GTPBP8
ENST00000383693.8,LNP1
ENST00000383695.1,OR5K3
ENST00000383729.9,P4HTM
ENST00000383738.6,CSPG5
ENST00000383763.6,TRIM71
ENST00000383767.7,RBMS3
ENST00000383768.7,ZCWPW2
ENST00000383788.10,COLQ
ENST00000383791.8,SH3BP5
ENST00000383794.7,CCDC174
ENST00000383811.7,CRELD1
ENST00000383812.9,IL17RC
ENST00000383814.8,IL17RE
ENST00000383820.9,RPUSD3
ENST00000383832.8,CPNE9
ENST00000383836.8,SRGAP3
ENST00000388711.7,GOLM1
ENST00000388718.5,FLG2
ENST00000388747.9,PIP5KL1
ENST00000388752.8,MRPL2
ENST00000388781.8,LAMB4
ENST00000388820.5,ADAMTS7
ENST00000388822.10,METTL14
ENST00000388825.9,GPX3
ENST00000388833.7,TSNAXIP1
ENST00000388837.6,KRT18
ENST00000388887.7,STAB2
ENST00000388901.10,COPS2
ENST00000388914.7,CCDC158
ENST00000388918.10,TYRP1
ENST00000388920.5,FOXI2
ENST00000388922.8,ACVRL1
ENST00000388923.5,C6orf163
ENST00000388934.5,MAB21L4
ENST00000388942.8,TMEM266
ENST00000388948.8,LRRK1
ENST00000388950.8,FAM221B
ENST00000388975.4,SEPTIN14
ENST00000388988.9,HYKK
ENST00000388995.11,FAM83G
ENST00000388996.10,KCNQ3
ENST00000389005.6,NCBP3
ENST00000389017.6,BORCS6
ENST00000389022.9,NT5M
ENST00000389032.8,STK38L
ENST00000389044.8,TRIP12
ENST00000389048.8,ALK
ENST00000389050.5,PP2D1
ENST00000389054.8,DIAPH1
ENST00000389063.3,DCP2
ENST00000389074.6,SHISAL2B
ENST00000389082.10,DENND5B
ENST00000389100.9,RNF180
ENST00000389120.8,RNF20
ENST00000389125.7,GRIK1
ENST00000389131.8,LOXL2
ENST00000389156.9,FAM169A
ENST00000389175.9,CCDC150
ENST00000389176.3,CCDC154
ENST00000389202.3,ITGAD
ENST00000389208.9,ASPDH
ENST00000389231.9,USP5
ENST00000389266.8,GARS
ENST00000389286.9,PRTG
ENST00000389297.8,CFAP69
ENST00000389301.8,FANCA
ENST00000389341.9,POU2F2
ENST00000389362.6,PRB2
ENST00000389363.5,TM6SF2
ENST00000389384.8,ATXN7L3
ENST00000389386.8,VPS9D1
ENST00000389394.7,DNAH6
ENST00000389398.10,VWA3A
ENST00000389418.9,PTPRN2
ENST00000389420.8,ADAMTS20
ENST00000389474.8,SIGLEC15
ENST00000389484.7,LRP1B
ENST00000389501.9,SMYD5
ENST00000389506.10,KMT2A
ENST00000389532.9,CAMSAP1
ENST00000389554.8,TBR1
ENST00000389561.6,EP400
ENST00000389567.9,ESYT3
ENST00000389574.7,SUN1
ENST00000389583.5,TMEM72
ENST00000389586.6,NXPE2
ENST00000389609.8,CCDC149
ENST00000389614.6,GPX2
ENST00000389617.9,GXYLT2
ENST00000389622.7,CRYBG3
ENST00000389623.11,SSC5D
ENST00000389629.8,RTF1
ENST00000389658.4,LAMA1
ENST00000389672.9,EPHA6
ENST00000389677.6,FAXC
ENST00000389682.8,TSN
ENST00000389703.7,HAGHL
