celltype,p,coefs,ctd_level,branch,fdr
Fetus_Epithelial_cell_(intermediated),0.1397,-0.000679333468712073,3,Human,0.299702422145329
Fetus_Epithelial_cell,0.1402,-0.00139603892808513,3,Homo-Pan,0.299737931034483
Fetus_Immature_sertoli_cell_(Pre_Sertoli_cell),0.1414,0.0012852053334361,3,Great Ape,0.301264604810997
Adult_AT2_cell,0.1425,0.00113170910163244,3,Homo-Pan,0.302382252559727
Fetus_Stratified_epithelial_cell,0.1429,-0.000844564570340759,3,Primate,0.302382252559727
Adult_Basal_cell,0.1455,-0.00133540733503739,3,Homo-Pan,0.306836734693878
Adult_Pancreas_exocrine_cell,0.1477,0.000919563160784041,3,Primate,0.310420338983051
Fetus_AT2_cell,0.149,0.000929494179589292,3,Primate,0.312094594594595
Fetus_Primordial_germ_cell,0.1499,-0.00165547367159025,3,Great Ape,0.312922558922559
Adult_Mast_cell,0.1506,-0.000607858381217015,3,Haplorhine,0.313328859060403
Fetus_Enterocyte_progenitor,0.1516,0.000840429532226794,3,Great Ape,0.314354515050167
Adult_Pancreas_exocrine_cell,0.1541,-0.00109833559084142,3,Great Ape,0.318473333333333
HESC_Fetal_neuron,0.1547,0.000898719995609277,3,Haplorhine,0.318651162790698
