celltype,p,coefs,ctd_level,branch,fdr
Adult_Hepatocyte_Endodermal_cell,0.1517,0.0081960562064288,3,Homo-Pan,0.425533039647577
Fetus_B_cell_(Plasmocyte),0.1517,0.00229540667630094,3,Human,0.425533039647577
Adult_Fetal_neuron,0.1527,-0.0037598849031353,3,Haplorhine,0.425533039647577
Adult_Mast_cell,0.1532,-0.00315764677895813,3,Homo-Pan,0.425533039647577
Fetus_Stratified_epithelial_cell,0.1536,-0.00252825130457444,3,Haplorhine,0.425533039647577
HESC_Proliferating_T_cell,0.155,-0.00278861975615464,3,Haplorhine,0.425533039647577
Adult_Fetal_acinar_cell,0.1554,-0.00357204049863596,3,Human,0.425533039647577
Fetus_Kidney_intercalated_cell,0.1556,-0.00152589092318997,3,Haplorhine,0.425533039647577
Adult_Oligodendrocyte,0.1558,-0.0095259267981829,3,Homo-Pan,0.425533039647577
Adult_Fetal_endocrine_cell,0.158,0.0064375945172824,3,Homo-Pan,0.428585152838428
Adult_Fetal_skeletal_muscle_cell,0.1583,-0.00327370308616885,3,Human,0.428585152838428
Fetus_Mast_cell,0.1621,-0.00159525107420246,3,Primate,0.436965217391304
Adult_Proliferating_T_cell,0.1656,-0.00282903903977901,3,Human,0.444467532467533
Fetus_Antigen_presenting_cell_(RPS_high),0.1693,0.0013188560370702,3,Great Ape,0.452439655172414
Adult_Fetal_chondrocyte,0.1715,-0.0022127925867008,3,Haplorhine,0.455726495726496
Adult_T_cell,0.172,0.00213740089463,3,Haplorhine,0.455726495726496
Fetus_Erythroid_cell,0.1733,-0.00200159293857033,3,Homo-Pan,0.457217021276596
Adult_Kidney_intercalated_cell,0.1756,-0.00549144163036457,3,Homo-Pan,0.460945147679325
Fetus_Kidney_intercalated_cell,0.1762,-0.0022930203554047,3,Great Ape,0.460945147679325
Adult_Mesothelial_cell,0.1778,-0.00345325305604915,3,Great Ape,0.463176470588235
Fetus_Endothelial_cell,0.1794,-0.00148421448492759,3,Human,0.464626506024096
Adult_Fetal_epithelial_progenitor,0.1801,0.0035385525671629,3,Haplorhine,0.464626506024096
Adult_Neutrophil_(RPS_high),0.1815,-0.00116015825389314,3,Haplorhine,0.464626506024096
Adult_Mast_cell,0.1823,0.00130320933906688,3,Primate,0.464626506024096
Fetus_Fetal_fibroblast,0.1825,-0.0034231716615715,3,Homo-Pan,0.464626506024096
Adult_Antigen_presenting_cell_(RPS_high),0.1846,0.0016897441048259,3,Human,0.464626506024096
Fetus_Fetal_epithelial_progenitor,0.1854,-0.00277631843702334,3,Homo-Pan,0.464626506024096
Adult_Fetal_skeletal_muscle_cell,0.1857,-0.00436718595494944,3,Homo-Pan,0.464626506024096
Fetus_B_cell_(Plasmocyte),0.1859,-0.00131959526533668,3,Primate,0.464626506024096
Adult_Proximal_tubule_progenitor,0.1863,-0.00473379445593863,3,Human,0.464626506024096
Adult_Goblet_cell,0.1866,0.00307034787643913,3,Human,0.464626506024096
Adult_Intercalated_cell,0.1899,0.00377298728131786,3,Homo-Pan,0.470952
Fetus_Neutrophil_(RPS_high),0.1932,-0.00166202317503891,3,Homo-Pan,0.477227091633466
Adult_Mast_cell,0.1954,-0.00203857536438709,3,Human,0.480746031746032
Adult_Erythroid_progenitor_cell_(RP_high),0.1988,-0.0012884074848367,3,Human,0.487177865612648
Fetus_Ventricle_cardiomyocyte,0.2028,-0.00414160304749192,3,Great Ape,0.495023622047244
Fetus_Fetal_stromal_cell,0.2052,0.00158082696891862,3,Human,0.498917647058823
Fetus_M2_Macrophage,0.2087,0.00142883576571831,3,Haplorhine,0.504684824902724
Fetus_Fetal_enterocyte,0.2092,-0.000652009787127947,3,Haplorhine,0.504684824902724
Adult_Hepatocyte_Endodermal_cell,0.2109,0.00284455294888407,3,Primate,0.506813953488372
